"% Crown Consumed (crown volume completely consumed by fire)","% Crown Scorch (crown volume scorched/singed by the fire)","% Green Crown (% of crown area green at time of assessment)","% Trunk Burn",Address,"Address Number","Address Street","Affected Parts of the Tree",Archived,"Area of New Growth",City,Code,"Common Name",Condition,"Critical Root Zone(CRZ)","Crown Light Exposure","Crown Width (width of canopy, measured)","CRZ Ratio",Cultivar,"Data Source","Date Added","Date of Assessment","Date Planted",DBH,"DBH Range","DBH Stem 1","DBH Stem 2","DBH Stem 3","DBH Stem 4","DBH Stem 5","DBH Stem 6","Distance from Nearest Burned Structure","East Canopy Length (in.)",Family,Funder,Genus,Geometry,"GPS Latitude - (Hand Held Unit)","GPS Longitude - (Hand Held Unit)","Grant Cycle","Green Infrastructure Type","Growing Space","Has Ecobenefits","Height Range","Height to Crown Base (measurement to lowest lateral branch)","Impervious Area","Infection Severity","Inspection Cycle","Installed Irrigation","Irrigation type",Jurisdiction,"Jurisdiction (temp)","Land Use","Last Inspection","Last Modified","Last Modified User","Last Watered","Latin Name",Latitude,"Location Description",Longitude,"Maintenance Comments","Measument (A) - Distance from Eye level to Ground (ft.)","Measurment (B) - Distance from You to Trunk (ft.)","Measurment (C) - Clinometer Angle","New Fungal Activity","New Insect Activity","Next Inspection","North Canopy Length (in.)",Notes,"Number of Stems",Observations,"Paid for by","Park Name","Percent Dieback (%)",Photos,"Planting Site Width","Possible Infection?","Presence of Insulating Bark","Primary ID","Project Name","Property Address","Protection Status","Recovery Potential with Interventions",Size,"South Canopy Length (in.)",Status,"Structural Damage to Branches","Structures Burned","Survival Potential","Temperature Outside Tree Shade (F)","Temperature Under Tree Shade (F)","TPZ Ratio","Tree Assessor Name","Tree Comments","Tree Height (Estimated)","Tree Number","Tree Ownership","Tree Protection Zone(TPZ)","Tree Work","Trunk Burn Severity","Trunk Cambium Health",Understory,User,Watering,"Weather Conditions","West Canopy Length (in.)",Wires
,,,,"4011 Alzada Road",4011,"Alzada Road",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F00005B194A9DB41569C1809660D9EDF34E41,,,,,,No,N/A,,,,,,,,,,8/31/2025,10/9/2025,Marian,8/31/2025,,34.210125003027,,-118.14330825245,,,,,,,,,,1,,,,,,,,,63651,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"407 East Altadena Drive",407,"East Altadena Drive",,No,,Altadena,,"Property - Not Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F000054290DBC7C1569C1B47F60CF41EF4E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.192352623268,,-118.13929243558,,,,,,,,,,1,,,,,,,,,63650,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"446 Concha Street",446,"Concha Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F00009731BC9A421569C182C8838B4FF14E41,,,,,,No,N/A,,,,,,,,,,9/3/2025,10/9/2025,Marian,9/3/2025,,34.200165171177,,-118.1351149,,,,,,,,,,1,,,,,,,,,63649,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"287 West Poppyfields Drive",287,"West Poppyfields Drive",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000447889D01E1669C115BA1CEA73F14E41,,,,,,No,N/A,,,,,,,,,,8/27/2025,10/9/2025,Marian,8/27/2025,,34.200705604285,,-118.15094035245,,,,,,,,,,1,,,,,,,,,63648,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"72 East Mariposa Street",72,"East Mariposa Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F00007262EC25E91569C13CCBB8DF09EF4E41,,,,,,No,N/A,,,,,,,,,,10/2/2025,10/9/2025,Marian,10/2/2025,,34.191521355912,,-118.14708360039,,,,,,,,,,1,,,,,,,,,63647,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"3244 Santa Anita Avenue",3244,"Santa Anita Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,8/29/2025,,,,N/A,,,,,,,,,,,,0101000020110F00002DE134721F1569C1B4AAF34021F14E41,,,,,,No,N/A,,,,,,,,,,8/29/2025,10/9/2025,Marian,8/29/2025,,34.199477300902,,-118.13258823988,,,,,,,,,,1,,,,,,,,,62626,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Sycamore, Pomegranite",,1,,,,,,,Marian,,,,
,,,,"388 West Mendocino Street",388,"West Mendocino Street",,No,,Altadena,,"Property - Visited",,,,,,,,8/29/2025,,,,N/A,,,,,,,,,,,,0101000020110F000009101BF16D1669C13D95BBFD93EF4E41,,,,,,No,N/A,,,,,,,,,,9/3/2025,10/9/2025,Marian,9/3/2025,,34.193573901676,,-118.15662684785,,,,,,,,,,1,,,,,,,,,62625,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Oak tree in the front of the property 	Yes	Yes	Need to open the gate. It’s locked with a zip tie. ",,1,,,,,,,Marian,,,,
,,,,"1343 Rubio Street",1343,"Rubio Street",,No,,Altadena,,"Property - Visited",,,,,,,,8/29/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C9F3A16A9B1469C1083C8D5139EF4E41,,,,,,No,N/A,,,,,,,,,,9/9/2025,10/9/2025,Marian,9/2/2025,,34.192226431513,,-118.1230999043,,,,,,,,,,1,,,,,,,,,62624,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"deodar cedar, oak, sycamore, crape myrtle, liquid amber, birch	No	Yes	Gated but easy access off the driveway of neighbor Don Risolo at 1355 Rubio St ",,1,,,,,,,Marian,,,,
,,,,"2858 Santa Anita Avenue",2856,"Santa Anita Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,8/29/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000D6ABA4B3571569C11ACB7F13A4EF4E41,,,,,,No,N/A,,,,,,,,,,9/25/2025,10/9/2025,Marian,9/25/2025,,34.193812936311,,-118.13663106197,,,,,,,,,,1,,,,,,,,,62622,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Oak and palm

Please call the day before if possible do I can have the gate unlocked	No		""Thank you for adding me to your list. I do have a lock on the gate so typically a few hours notice is needed for the closest person with a key to get there to unlock it. I hope that still works. 

I can be texted/called at 626.255.7669. 

Thank you again. My trees will be happy. 

Warmest regards,  

Zenobia Millet 
""",,1,,,,,,,Marian,,,,
,,,,"1366 East Palm Street",1366,"East Palm Street",,No,,Altadena,,"Property - Visited",,,,,,,,8/27/2025,,,,N/A,,,,,,,,,,,,0101000020110F00009D0128A5951469C1ADD55D4F5FEF4E41,,,,,,No,N/A,,,,,,,,,,9/26/2025,10/9/2025,Marian,9/2/2025,,34.192791018965,,-118.12268514193,,,,,,,,,,1,,,,,,,,,62578,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"20 trees: avocado, pine, oak

Front portion of Property is open - rear portion has been fenced off by Army Corps because of pool	I believe the adjacent property at 1370 may have a working water connection ",,1,,,,,,,Marian,,,,
,,,,"71 East Mariposa Street",71,"East Mariposa Street",,No,,Altadena,,"Property - Visited",,,,,,,,8/21/2025,,,,N/A,,,,,,,,,,,,0101000020110F00000965DB7DE51569C1467095962AEF4E41,,,,,,No,N/A,,,,,,,,,,8/24/2025,10/9/2025,Marian,8/24/2025,,34.192007524294,,-118.14682082454,,,,,,,,,,1,,,,,,,,,61138,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"20 Lemon orange Asian pear tangerine pine persimmon fig

Yes there is a hose and a timer.  But it doesn’t reach all the trees",,1,,,,,,,Marian,,,,
,,,,"456 Deodara Drive",456,"Deodara Drive",,No,,Altadena,,"Property - Visited",,,,,,,,8/21/2025,,,,N/A,,,,,,,,,,,,0101000020110F00001B51E777981569C1087E57F58EEE4E41,,,,,,No,N/A,,,,,,,,,,9/29/2025,10/9/2025,Marian,9/29/2025,,34.189694678762,,-118.14128553112,,,,,,,,,,1,,,,,,,,,61137,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"6 Deodara, etc.,
Please contact us by phone for instructions 
Water access should be easily visible toward front of our property (see attached photo). Will we be alerted when someone has watered our trees?
",,1,,,,,,,Marian,,,,
,,,,"399 West Altadena Drive",399,"West Altadena Drive",,No,,Altadena,,"Property - Visited",,,,,,,,8/21/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000E688FECF571669C180D93FEC8EF04E41,,,,,,No,N/A,,,,,,,,,,8/28/2025,10/9/2025,Marian,8/28/2025,,34.197302843776,,-118.15503651779,,,,,,,,,,1,,,,,,,,,61136,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Pomegranate ",,1,,,,,,,Marian,,,,
,,,,"2439 Highland Avenue",2439,"Highland Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,8/21/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000CEA0D7F9B21469C19DB983E30CEE4E41,,,,,,No,N/A,,,,,,,,,,8/24/2025,10/9/2025,Marian,8/24/2025,,34.187761639891,,-118.12479300675,,,,,,,,,,1,,,,,,,,,61135,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Orange tree in the back. Some fikas, unknown in the front

We have two hoses one in front and in back 
 ",,1,,,,,,,Marian,,,,
,,,,"521 Athens Street",521,"Athens Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/21/2025,,,,N/A,,,,,,,,,,,,0101000020110F00000A9DE679331569C1FCB38074D7F04E41,,,,,,No,N/A,,,,,,,,,,10/10/2025,10/10/2025,Marian,10/2/2025,,34.198380670158,,-118.1340277043,,,,,,,,,,1,,,,,,,,,61134,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"CA live oak

The connection has been made but I cannot reach Las Flores to let us access water. Any help there would be greatly appreciated! ",,1,,,,,,,Marian,,,,
,,,,"234 West Las Flores Drive",234,"West Las Flores Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/21/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000FA8D787B0E1669C1591F11EF69F14E41,,,,,,No,N/A,,,,,,,,,,9/16/2025,10/9/2025,Marian,9/16/2025,,34.200557297166,,-118.14976662884,,,,,,,,,,1,,,,,,,,,61133,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Avocado, apricot, lemon, crepe Myrtle ",,1,,,,,,,Marian,,,,
,,,,"458 West Altadena Drive",458,"West Altadena Drive",,No,,Altadena,,"Property - Visited",,,,,,,,8/21/2025,,,,N/A,,,,,,,,,,,,0101000020110F00007969261F6B1669C16421B83786F04E41,,,,,,No,N/A,,,,,,,,,,8/24/2025,10/9/2025,Marian,8/24/2025,,34.197173483962,,-118.15642417791,,,,,,,,,,1,,,,,,,,,61132,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"I don't no the names 3 in front and shrubs in back

Not locked	Theres is a nose on the hose",,1,,,,,,,Marian,,,,
,,,,"3167 Grandeur Avenue",3167,"Grandeur Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/21/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000F462B6542B1669C11266ACAC10F14E41,,,,,,No,N/A,,,,,,,,,,9/16/2025,10/9/2025,Marian,9/16/2025,,34.199230938841,,-118.15183983988,,,,,,,,,,1,,,,,,,,,61131,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Deodar and hedges by deodar",,1,,,,,,,Marian,,,,
,,,,"2261 Norwic Place",2261,"Norwic Place",,No,,Altadena,,"Property - Visited",,,,,,,,8/21/2025,,,,N/A,,,,,,,,,,,,0101000020110F000036DA29D4FE1469C13C9D4E0A41ED4E41,,,,,,No,N/A,,,,,,,,,,10/3/2025,10/9/2025,Marian,10/1/2025,,34.184732042751,,-118.13024418634,,,,,,,,,,1,,,,,,,,,61130,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,oak,,1,,,,,,,Marian,,,,
,,,,"230 West Palm Street",230,"West Palm Street",,No,,Altadena,,"Property - Visited",,,,,,,,8/21/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000B28262BA201669C1C07B31ECB5F04E41,,,,,,No,N/A,,,,,,,,,,8/27/2025,10/9/2025,Marian,8/27/2025,,34.19788238078,,-118.15107786425,,,,,,,,,,1,,,,,,,,,61129,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Oak, jacaranda",,1,,,,,,,Marian,,,,
,,,,"345 West Terrace Street",345,"West Terrace Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/21/2025,,,,N/A,,,,,,,,,,,,0101000020110F000060503A8E511669C18D29AC8F2AF04E41,,,,,,No,N/A,,,,,,,,,,10/8/2025,10/10/2025,Marian,10/8/2025,,34.195811450987,,-118.15458686425,,,,,,,,,,1,,,,,,,,,61128,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"not known",,1,,,,,,,Marian,,,,
,,,,"353 West Terrace Street",353,"West Terrace Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/21/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000CE61FBC1531669C1B31CC3E92EF04E41,,,,,,No,N/A,,,,,,,,,,10/8/2025,10/10/2025,Marian,10/8/2025,,34.19587612178,,-118.15474512331,,,,,,,,,,1,,,,,,,,,61127,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4 trees	one large oak tree and some other trees of unknown type",,1,,,,,,,Marian,,,,
,,,,"36 West Terrace Street",36,"West Terrace Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/20/2025,,,,N/A,,,,,,,,,,,,0101000020110F000070C533BFFF1569C13AFD09B2A2EF4E41,,,,,,No,N/A,,,,,,,,,,9/18/2025,10/9/2025,Marian,9/18/2025,,34.193792418122,,-118.14870766427,,,,,,,,,,1,,,,,,,,,61125,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"41 East Calaveras Street",41,"East Calaveras Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/20/2025,,,,N/A,,,,,,,,,,,,0101000020110F00000DD9B973FF1569C1AB80BC4C75EE4E41,,,,,,No,N/A,,,,,,,,,,9/17/2025,10/9/2025,Marian,9/17/2025,,34.189313354998,,-118.14868647631,,,,,,,,,,1,,,,,,,,,61124,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"watered 8/19/2025
Hose bib is present but water turned off. Contact homeowner
200 Ft hoses
500 Gal Truck",,1,,,,,,,Marian,,,,
,,,,"2969 Mount Curve Avenue East",2969,"Mount Curve Avenue East",,No,,Altadena,,"Property - Visited",,,,,,,,8/13/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000479A019DE91469C1193210DF39F04E41,,,,,,No,N/A,,,,,,,,,,8/28/2025,10/9/2025,Marian,8/28/2025,,34.196038963974,,-118.12871953274,,,,,,,,,,1,,,,,,,,,60942,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2 Palm and unknown variety",,1,,,,,,,Charlotte,,,,
,,,,"1014 Wapello Street",1014,"Wapello Street",,No,,Altadena,,"Property - Visited",,,,,,,,8/12/2025,,,,N/A,,,,,,,,,,,,0101000020110F000057CE2B6DE71469C1198CFAADBDF04E41,,,,,,No,N/A,,,,,,,,,,8/29/2025,10/9/2025,Marian,8/29/2025,,34.197997648995,,-118.12856237384,,,,,,,,,,1,,,,,,,,,60940,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Charlotte,,,,
,,,,"4001 Alzada Road",4001,"Alzada Road",,No,,Altadena,,"Property - Visited",,,,,,,,8/12/2025,,,,N/A,,,,,,,,,,,,0101000020110F00004DC6F263C11569C1E02C9462B6F34E41,,,,,,No,N/A,,,,,,,,,,8/12/2025,10/9/2025,Marian,8/12/2025,,34.20930092527,,-118.14422640334,,,,,,,,,,1,,,,,,,,,60881,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Charlotte,,,,
,,,,"369 East Mendocino Street",369,"East Mendocino Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000FCFF45899C1569C19101F13D68EE4E41,,,,,,No,N/A,,,,,,,,,,9/25/2025,10/9/2025,Marian,9/25/2025,,34.189119296837,,-118.14157786814,,,,,,,,,,1,,,,,,,,,60853,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Charlotte,,,,
,,,,"1059 Beverly Way",1059,"Beverly Way",,No,,Altadena,,"Property - Visited",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C945BE45EB1469C1E135E467DEED4E41,,,,,,No,N/A,,,,,,,,,,10/2/2025,10/9/2025,Marian,10/2/2025,,34.187070820287,,-118.1288387664,,,,,,,,,,1,,,,,,,,,60852,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Charlotte,,,,
,,,,"2974 North Raymond Avenue",2974,"North Raymond Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F00005E6AD8BBA01569C1D8A84763E0EF4E41,,,,,,No,N/A,,,,,,,,,,8/20/2025,10/9/2025,Marian,8/20/2025,,34.19470920315,,-118.14187952576,,,,,,,,,,1,,,,,,,,,60851,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Charlotte,,,,
,,,,"3130 North Marengo Avenue",3130,"North Marengo Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F00009A5759FF5E1569C1D0440CDCADF04E41,,,,,,No,N/A,,,,,,,,,,8/29/2025,10/9/2025,Marian,8/29/2025,,34.197762563865,,-118.13715537091,,,,,,,,,,1,,,,,,,,,60850,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Charlotte,,,,
,,,,"370 Mountain View Street",370,"Mountain View Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F00009B510DA1831669C11667A9826FEE4E41,,,,,,No,N/A,,,,,,,,,,9/17/2025,10/9/2025,Marian,9/17/2025,,34.189227316669,,-118.1581854098,,,,,,,,,,1,,,,,,,,,60849,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Charlotte,,,,
,,,,"1560 Homewood Drive",1560,"Homewood Drive",,No,,Altadena,,"Property - Visited",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000E01F562C5D1469C12E35360751EE4E41,,,,,,No,N/A,,,,,,,,,,8/7/2025,10/9/2025,Marian,8/7/2025,,34.188774304426,,-118.11862677248,,,,,,,,,,1,,,,,,,,,60847,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Fire Hydrant adjacent to property ",,1,,,,,,,Charlotte,,,,
,,,,"700 Alameda Street",700,"Alameda Street",,No,,Altadena,,"Property - Visited",,,,,,,,8/8/2025,,7/14/2025,,N/A,,,,,,,,,,,,0101000020110F00001D038A1A501569C1C48C69C2BDEC4E41,,,,,,No,N/A,,,,,,,,,,7/29/2025,10/23/2025,Alyson,7/29/2025,,34.182780888528,,-118.13608502548,,,,,,,,,,1,,,,,,,,,60741,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4	Japanese Maple, avocado tree, mandarin tree, pomegranate tree
",,1,,,,,,,Charlotte,,,,
,,,,"422 West Harriet Street",422,"West Harriet Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/8/2025,,,,N/A,,,,,,,,,,,,0101000020110F000001B8664B7D1669C140CB6AF45CEF4E41,,,,,,No,N/A,,,,,,,,,,9/18/2025,10/9/2025,Marian,9/18/2025,,34.192756017621,,-118.15773017427,,,,,,,,,,1,,,,,,,,,60715,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Deodar Cedar ",,1,,,,,,,Charlotte,,,,
,,,,"724 West Loma Alta Drive",724,"West Loma Alta Drive",,No,,Altadena,,"Property - Visited",,,,,,,,8/8/2025,,,,N/A,,,,,,,,,,,,0101000020110F00006EC4891B871669C18B488059B7F14E41,,,,,,No,N/A,,,,,,,,,,8/20/2025,10/9/2025,Marian,8/20/2025,,34.201707647561,,-118.1584353902,,,,,,,,,,1,,,,,,,,,60714,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Pepper, ficus hedge, plum, other",,1,,,,,,,Charlotte,,,,
,,,,"503 West Loma Alta Drive",503,"West Loma Alta Drive",,No,,Altadena,,"Property - Visited",,,,,,,,8/8/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000CF011DDF461669C1F712A137F7F14E41,,,,,,No,N/A,,,,,,,,,,8/20/2025,10/9/2025,Marian,8/20/2025,,34.202656670167,,-118.15381905327,,,,,,,,,,1,,,,,,,,,60713,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"10 Toyon, Palm, Chinese Elm, Fig, Juniper",,1,,,,,,,Charlotte,,,,
,,,,"201 West Harriet Street",201,"West Harriet Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/8/2025,,,,N/A,,,,,,,,,,,,0101000020110F00003EA94C0B401669C1ED96B79E1FEF4E41,,,,,,No,N/A,,,,,,,,,,9/18/2025,10/9/2025,Marian,9/18/2025,,34.191844525386,,-118.15332840081,,,,,,,,,,1,,,,,,,,,60712,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3 trees",,1,,,,,,,Charlotte,,,,
,,,,"154 East Pine Street",154,"East Pine Street",,No,,Altadena,,"Property - Visited",,,,,,,,8/7/2025,,6/30/2025,,N/A,,,,,,,,,,,,0101000020110F00006FA46525BD1569C1D040CB3ACBEF4E41,,,,,,No,N/A,,,,,,,,,,7/16/2025,10/23/2025,Alyson,7/16/2025,,34.194394781586,,-118.14392138283,,,,,,,,,,1,,,,,,,,,60679,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Maybe 8- Not sure how many are really sustainably alive or just giving a final stress try before giving up	There are 2 orange that might be making it, one tangerine, one nectarine, a giant bird of paradise, and maybe 1 to 3 date palms. The plum, apple, other tangerine, and grapefruit are beyond help",,1,,,,,,,Charlotte,,,,
,,,,"1081 Alta Pine Drive",1081,"Alta Pine Drive",,No,,Altadena,,"Property - Visited",,,,,,,,8/6/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000CFEE1D41CF1469C1CD3107586AF14E41,,,,,,No,N/A,,,,,,,,,,8/26/2025,10/9/2025,Marian,8/26/2025,,34.200563389625,,-118.12682524145,,,,,,,,,,1,,,,,,,,,60359,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"7 trees, Deodar, pittisporum, oak, olive, citrus ",,1,,,,,,,Charlotte,,,,
,,,,"1049 Concha Street",1049,"Concha Street",,No,,Altadena,,"Property - Visited",,,,,,,,8/6/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000D95FA07ADE1469C13CECC96022F14E41,,,,,,No,N/A,,,,,,,,,,8/29/2025,10/9/2025,Marian,8/29/2025,,34.19949400857,,-118.12791936407,,,,,,,,,,1,,,,,,,,,60357,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2 citrus trees",,1,,,,,,,Charlotte,,,,
,,,,"2901 Maiden Lane",2901,"Maiden Lane",,No,,Altadena,,"Property - Visited",,,,,,,,8/6/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000397543D3D71469C1EC733CD9F1EF4E41,,,,,,No,N/A,,,,,,,,,,9/4/2025,10/9/2025,Marian,9/4/2025,,34.194968678731,,-118.12744119001,,,,,,,,,,1,,,,,,,,,60356,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"1 orange tree",,1,,,,,,,Charlotte,,,,
,,,,"648 East Pine Street",648,"East Pine Street",,No,,Altadena,,"Property - Visited",,,,,,,,8/6/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000B7D8F9FD361569C162BA43410BEF4E41,,,,,,No,N/A,,,,,,,,,,8/27/2025,10/9/2025,Marian,8/27/2025,,34.191541879446,,-118.13428037656,,,,,,,,,,1,,,,,,,,,60355,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Large pine in front",,1,,,,,,,Charlotte,,,,
,,,,"3557 Glenrose Avenue",3557,"Glenrose Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,8/6/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000DE1C78B8DB1569C110E5D44F69F24E41,,,,,,No,N/A,,,,,,,,,,8/27/2025,10/9/2025,Marian,8/27/2025,,34.204351996925,,-118.14611862613,,,,,,,,,,1,,,,,,,,,60354,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4 trees, unknown species",,1,,,,,,,Charlotte,,,,
,,,,"2985 North Marengo Avenue",2985,"North Marengo Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/6/2025,,,,N/A,,,,,,,,,,,,0101000020110F000042F92AB67E1569C1EFA50C7B2CF04E41,,,,,,No,N/A,,,,,,,,,,9/30/2025,10/16/2025,Marian,9/30/2025,,34.195839974491,,-118.13943451438,,,,,,,,,,1,,,,,,,,,60353,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4 trees and some rose bushes on the right inside 
",,1,,,,,,,Charlotte,,,,
,,,,"2755 Lake Avenue",2755,"Lake Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,8/6/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000043928E0101569C1F146543A7FEF4E41,,,,,,No,N/A,,,,,,,,,,9/4/2025,10/9/2025,Marian,9/4/2025,,34.193265343702,,-118.13154112725,,,,,,,,,,1,,,,,,,,,60352,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"1 full flowering tree and 4 tiny fruit trees",,1,,,,,,,Charlotte,,,,
,,,,"3235 Mount Curve Avenue East",3235,"Mount Curve Avenue East",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/4/2025,,,,N/A,,,,,,,,,,,,0101000020110F00002F1E5484D11469C1800D5CA526F14E41,,,,,,No,N/A,,,,,,,,,,9/25/2025,10/9/2025,Marian,9/25/2025,,34.199557427466,,-118.12698783979,,,,,,,,,,1,,,,,1000000053.jpg_pg_689105018f039.jpg,,,,60230,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Charlotte,,,,
,,,,"2676 Meguiar Drive",2676,"Meguiar Drive",,No,,Pasadena,,"Property - Visited",,,,,,,,8/1/2025,,7/6/2025,,N/A,,,,,,,,,,,,0101000020110F000091F2BCF22B1369C11237484188E94E41,,,,,,No,N/A,,,,,,,,,,8/8/2025,10/23/2025,Alyson,8/8/2025,,34.170570299817,,-118.09669171034,,,,,,,,,,1,,,,,,,,,60092,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4	Two Magnolias, a camellia and a loquat.  
",,1,,,,,,,Charlotte,,,,
